mercado;categoria;produto;preco;produto_nos_dois
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce Delicitá Cristal Vitarella 414g;R$ 7,88;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce Flor do Vale Americano Especial 400g;R$ 7,75;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce Gameleira Coco Embalagem 400g;R$ 3,78;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce Gameleira Coquinho Embalagem 750g;R$ 9,55;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce Gameleira Creme 400g;R$ 5,66;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce Marilan Mini Maizena Embalagem 350g;R$ 7,08;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce Petyan 750g;R$ 8,12;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce Petyan Coco Embalagem 200g;R$ 2,15;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce Petyan Coco Embalagem 350g;R$ 3,99;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce Petyan Coco Embalagem 750g;R$ 8,08;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce Petyan Embalagem 400g;R$ 3,99;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce Pilar Coquinho Embalagem 300g;R$ 5,26;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce Rosquinha Tradicional Sabor Leite Marilan 300g;R$ 5,88;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce São Benedito Coco Americano Pacote 300g;R$ 6,89;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce São Benedito Crocante Embalagem 400g;R$ 9,79;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce São Benedito Sete Capas Embalagem 400g;R$ 8,28;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Doce São Benedito Sete Capas Pacote 300g;R$ 8,69;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Escureto Richester 71,2g;R$ 1,79;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Flor do Vale Canela Americano 400g;R$ 7,75;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Fofitos Coco Fortaleza Pacote 400g;R$ 7,58;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Formato Tortuguita Morango 90g;R$ 2,68;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Fortaleza Petit Cracker 400g;R$ 7,35;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Integral Vitarella Delicitá 367,5g;R$ 5,28;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Leite Brandini 350g;R$ 5,18;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Leite Mabel 400g;R$ 8,50;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Leite Treloso Clubinho Vitarella 130g;R$ 3,68;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Maisena Brandini 350g;R$ 5,18;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Maisena Mabel Pacote 400g;R$ 8,50;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Maizena Integral Vitarella 350g;R$ 6,88;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Maizena Marilan 350g;R$ 4,98;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Maizena Pilar 307g Tradicional;R$ 4,48;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Maizena Tradicional Vitarella 350g;R$ 4,88;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Maria Maria 350g;R$ 5,18;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Maria Supradellly 350g;R$ 4,05;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Maria Tradicional Fortaleza 350g;R$ 7,44;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Maria Tradicional Pilar 307g;R$ 4,48;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Maria Tradicional Vitarella 350g;R$ 4,95;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Marilan Cream Cracker Especial 350g;R$ 3,79;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Marilan Wafer Chocolate 80g;R$ 1,79;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Marilan Wafer Morango 80g;R$ 1,79;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Morango e Cereais Nestlé Nesfit 160g;R$ 4,59;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Nestlé Cacau e Cereais Nesfit 160g;R$ 4,59;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Newafer Sabor Chocolate Piraquê 100g;R$ 3,68;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Newafer Sabor Limão Piraquê 100g;R$ 3,68;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Original Leve Mais e Pague Menos Club Social 288g;R$ 10,69;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Piraquê Salgado 138g Original;R$ 5,19;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Pit Stop de Pizzamarilan 137g 137g;R$ 3,68;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Presunto Sol Hits 80g;R$ 2,15;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Queijo Sol Hits 80g;R$ 2,15;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Bauny Marilan 80g;R$ 2,16;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Chocolate Amori Richester 35,6g;R$ 1,28;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Chocolate Bono Nestle 90g;R$ 3,39;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Chocoresco Baunilha Treloso Vitarella 6un;R$ 5,18;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Chocoresco Vitarella 480g;R$ 7,78;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Chocoresco com Chocolate Treloso Vitarella 120g;R$ 1,69;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Doce de Leite Bono Nestle 90g;R$ 3,39;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Escureto Richester 35,6g;R$ 1,28;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Escureto Sabor Baunilha Richester 80g;R$ 2,09;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Goiabinha Bauducco 112g;R$ 4,28;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Milkshake de Morango Oreo 90g;R$ 3,55;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Mini Oreo 35g;R$ 2,85;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Original Oreo 144g;R$ 6,90;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Richester Floresta Negra Amori 125g;R$ 2,75;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Sabor Chocolate com Morango Treloso Vitarella 120g;R$ 1,69;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Sabor Chocolate com Morango Treloso Vitarella 480g;R$ 7,78;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Sabor Creme Gameleira 750g;R$ 11,30;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Sabor Flocos Richester Amori 125g;R$ 2,75;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Sabor Flocos Vitarella 120g;R$ 1,69;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Sabor Limão Piraquê 76g;R$ 2,75;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Sabor de Chocolate Piraquê 76g;R$ 2,75;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Treloso Sabor Morango 222gr Vitarella 6un Leve Mais por Menos;R$ 5,18;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Tub In Morango Montevergine Embalagem 48g;R$ 2,49;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado Tutti Frutti Bubbaloo Trakinas 126g;R$ 3,36;Não
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado com Morango Amori Richester 35,6g;R$ 1,28;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado de Brigadeiro Treloso Vitarella 120g;R$ 1,69;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado de Chocolate Passatempo 130g;R$ 4,15;Sim
Atakarejo;Biscoitos e Salgadinhos;Biscoito Recheado de Chocolate Treloso Vitarella 74g;R$ 1,90;Não
